"","Sighted","Reported","Location","Shape","Duration"
"25571",19961006,20040410,"Fire Island (Long Island), NY","other","45 MINUTES"
"34469",20051113,20051113,"West Los Angeles, CA","unknown","30"
"41194",20070104,20070104,"Mohnton, PA","light","4 seconds"
"42468",20070519,20070519,"Toronto (Canada), ON","circle","40 min"
"50132",20080810,20080811,"Westminster, MD","fireball","2 seconds"
"46135",20071209,20071209,"Dinuba, CA","unknown","2 to 3 min"
"32186",20050602,20050611,"Rahns, PA","other","5 seconds"
"48583",20080614,20080615,"Cypress, CA","fireball","2 seconds"
"49308",20080711,20080712,"Noblesville, IN","disk","2 hours"
"35451",20051004,20051222,"Waterford, MI","sphere","20 min"
"48386",20010630,20080522,"Florahome, FL","circle","3 min"
"58950",20100213,20100313,"Davenport, IA","light","Two at 10 sec. each"
"35440",19740115,20051124,"Puerto Rico,","disk","10=Minutes"
"13136",20010908,20010908,"Newport News, VA","unknown","half an hour (maybe longe"
"9667",20000927,20000928,"Greenbrier, AR","circle","1 hr"
"24931",19470613,20040222,"Oakmont, PA","unknown","approx.10 min."
"50100",20080827,20080929,"Wichita County, TX","diamond","1 hour, 15 min."
"44929",20071009,20071009,"Waynesville, NC","disk","Longer than a cigarette b"
"31895",20050709,20050709,"Montclair, CA","triangle","2 min"
"51648",20081017,20081019,"Enfield, CT","sphere","5 minutes plus"
"7516",20000307,20000310,"Gaithersburg, MD","formation","15 seconds"
"43203",20070721,20070721,"Whitby (Canada), ON","triangle","6seconds"
"44538",20070915,20070915,"Lake Worth, FL","light","1 1/2 hours"
"9460",19660314,20000928,"Ann Arbor, MI","unknown","extended"
"19264",20030206,20030215,"Burbank, CA","light","6 minutes"
"28950",20041206,20041205,"Brandford, FL","triangle","5 minutes"
"39319",20061001,20061001,"Winslow, AZ","fireball","15 seconds"
"18579",19970601,20030213,"Singapore,","other","Around 2 Hours"
"21736",20030910,20030915,"Marana, AZ","light","2 minutes"
"46010",20061225,20071205,"Los Angeles, ID","changing","30 seconds"
"47822",20080417,20080419,"Crestview, FL","changing","5min"
"14337",20020217,20020218,"Conyers, GA","disk","approx 10 mins"
"38067",20060729,20060804,"Exeter, NH","changing","5 min"
"29143",19800830,20041129,"Maquoketa, IA","unknown","20 minutes"
"17809",20021120,20021126,"Merritt (Canada), BC","triangle","2 minutes"
"25873",19840515,20040513,"Cleveland, GA","other","10 min"
"52317",20071030,20081210,"Bolton, NY","fireball","less 2min"
"20962",20030806,20030809,"Yakima, WA","other","21:30-21:32 and 23:00-23:"
"55794",20070620,20090828,"Salem, OR","disk","20 minutes"
"26804",20040629,20040630,"Ferizaj, Babush (Kosovo),","other","2 hours"
"39713",20061125,20061126,"San Bernadino Mtns. (Twin Peaks), CA","triangle","40 sec."
"42060",20050920,20070129,"Decatur, GA","unknown","20 seconds"
"11144",20010123,20010126,"Kings County (Canada), NS","flash","55MINS"
"58579",20100128,20100128,"South Bend, IN","triangle","20 sec"
"53500",20090129,20090129,"Tuscola, TX","unknown","10 minutes"
"44883",20071116,20071116,"Bangalore (India),","circle","30 seconds"
"46634",20080121,20080123,"Danville, KY","other","1 hour"
"57903",20091025,20091025,"The Woodlands, TX","unknown","45 Seconds"
"31411",20050515,20050515,"Las Vegas, NV","triangle","30 seconds"
"12149",20010626,20010626,"Ottawa (Canada), ON","changing","35sec."
"21641",19730515,20030903,"Chugiak, AK","rectangle","several minutes"
"14749",20000616,20020512,"Saratoga, NY","oval","2min"
"44336",20070908,20070908,"Holly Springs, AR","light","10 minutes"
"37008",19710715,20060416,"Toronto (Canada), ON","fireball","3 seconds"
"48880",19780701,20080519,"Los Angeles, CA","circle","30 minutes"
"27014",20040531,20040601,"Knoxville, TN","sphere","20 minutes"
"25849",19640615,20040410,"Milan, TN","sphere","10 min."
"42244",20070429,20070430,"Cape Coral, FL","cylinder","30 mins"
"12489",20010616,20010618,"Dublin (Republic of Ireland),","disk","30seconds"
"61191",20100826,20100829,"Tawas, MI","changing","approx 30 min"
"40821",20060730,20070109,"Ontario (Canada), ON","light","5min."
"31367",20050406,20050406,"Oakdale, CA","sphere","2 min"
"18012",20030101,20030102,"Burbank, CA","triangle","3-5 Minutes"
"13266",20010415,20011009,"Grand Prairie, TX","unknown","30TO45 SEC"
"53645",19650715,20090331,"Jackson, MI","rectangle","minutes"
"26104",20040409,20040411,"Wabash, IN","other","30-45sec."
"3131",19980701,19980728,"St. Catharines (Canada), ON","formation","17 seconds"
"6129",19990901,19991012,"Black Rock City (near Gerlach), NV","fireball","45 sec. - 1.5 min."
"30128",19930820,20041214,"Goshen, OH","triangle","5min?"
"46929",19821201,20080123,"Nyack (near; I-80), CA","cigar","12 minutes"
"49002",20080513,20080515,"Gainesville, VA","fireball","10 seconds"
"35170",20060107,20060106,"Markham (Canada), ON","circle","5minutes"
"38462",20060502,20060803,"Inver Grove Heights, MN","circle","20 minutes"
"50870",20080807,20081101,"Dublin, CA","circle","30 seconds"
"38759",19890105,20060827,"Philadelphia, PA","cigar","10 minutes"
"17372",20021017,20021024,"Vrsac (Yugoslavia),","diamond","7 sec."
"5879",19780801,19990916,"Van Nuys, CA","sphere","20-30 SEC0NDS"
"8071",19920505,20000530,"Malibu, CA","light","10 seconds"
"49643",20080703,20080703,"New York City (Brooklyn), NY","triangle","20 minutes"
"59229",20100515,20100517,"Gila Bend, AZ","fireball","10 min"
"11649",20010509,20010510,"Moses Lake, WA","triangle","30 seconds"
"17922",20021231,20030101,"Wenatchee, WA","oval","half hour"
"31603",19751113,20050429,"Woodbridge, VA","circle","10 min"
"24211",20040201,20040207,"Colebrook, NH","light","1 1/2 hours"
"7110",19991115,19991118,"Yuma, AZ","circle","10 minutes"
"56800",20091017,20091017,"Boulder, CO","triangle","10 sec"
"25250",20040228,20040302,"York, PA","light","Aprox. 2 minutes"
"16563",20020805,20020805,"West Vancouver (Canada), BC","triangle","1 minute"
"41012",20070103,20070105,"Cerritos/Buena Park area, CA","light","seconds"
"48266",20080529,20080529,"San Jose, CA","sphere","2 minutes"
"7663",20000428,20000501,"Wheeling, WV","triangle","30 seconds"
"5762",19990612,19990925,"Melbourne (VIC, Australia),","disk","10 min."
"60525",20100721,20100722,"Hammond (near; on hwy.), LA","fireball","5 sec"
"51850",20081128,20081128,"Mardela, MD","sphere","5 minutes"
"15430",20020517,20020522,"Ventura, CA","cone","15 minutes"
"60600",20100629,20100629,"Forest (Canada), ON","circle","a couple hours"
"5797",19980828,19990930,"Gulf Islands (Canada), BC","triangle","1-5 mins"
"33577",19720626,20051008,"Fort Beaufort (South Africa),","egg","2 hours"
"10646",19951015,20010123,"Emporia, VA","light","10 min"
"12962",19711029,20010902,"Bristol, CT","triangle","5min."
"26993",20040614,20040622,"Phoenix, AZ","formation","5 minutes"
"27918",20040813,20040813,"Mercer Island, WA","other","1 min"
"40170",20061201,20061204,"Topeka, KS","triangle","5-6 seconds"
"15568",20020615,20020616,"Kaduruwela (Sri Lanka),","disk","5Min"
"6372",19991019,19991019,"Everson, WA","other","20-25 min"
"48691",19750816,20080604,"Indianapolis, IN","triangle","2 minutes"
"60194",20100120,20100629,"New Port Richey, FL","fireball","about 2 minutes"
"41690",20070323,20070327,"Hanson, KY","fireball","4 seconds"
"32315",19660417,20050701,"Atwater, OH","other","1.5 hours"
"10779",20010226,20010227,"Levittown, PA","light","5 seconds"
"29120",20041004,20041205,"Russellville, AR","light","10 minutes"
"21183",19991013,20030813,"Boscobel, WI","light","5 minutes"
"55133",20090607,20090606,"Brooksville, FL","fireball","2-3 seconds"
"4262",19990411,19990410,"Klaksvik (Finland),","light","1 minute"
"31947",19681001,20050713,"Lima (Peru),","circle","2-5 minutes"
"20974",20030804,20030805,"Banbury (near) (UK/England),","rectangle","1 minute"
"3425",19981205,19981206,"Marina del Rey/Los Angeles, CA","unknown","full minute"
"46825",20080112,20080120,"Bath, PA","unknown","30 sec"
"12848",19980725,20010715,"Jefferson (near), CO","oval","five minutes"
"23427",20031119,20031120,"Fairfield, IA","triangle","2-3 minutes"
"3870",19981211,19981214,"New Boston, NH","light","40 minutes"
"61204",20100809,20100809,"Riegelwood, NC","circle","3 Seconds"
"29918",19740615,20050110,"Davao (Philippines),","oval","10 seconds"
"12576",20010625,20010625,"Midway, GA","other","3 min."
"12203",19800715,20010729,"Buffalo, NY","oval","10minutes"
"4494",19990101,19990102,"Seoul (Korea),","fireball","5min."
"55738",20090808,20090809,"Atlanta, GA","sphere","45 seconds"
"2589",19980729,19980801,"Aloha, OR","light","50 minutes"
"58169",20091031,20091104,"Springville, CA","triangle","10 min"
"25495",19700124,20040410,"Denver/Golden (between), CO","cigar","twenty minutes"
"11432",20010610,20010610,"Redlands, CA","circle","two minutes"
"2793",19970313,19980820,"Glendale, AZ","diamond","5 minutes"
"5911",19990930,19991001,"Mount Vernon, WA","disk","8-11 sec."
"42462",19800101,20070601,"Indianapolis, IN","light","7 minutes"
"31443",20001030,20050320,"Pearl, MS","triangle","4 minutes"
"8029",20000303,20000303,"Boone, IA","oval","1-2 min"
"29889",20050204,20050204,"Riverdale, UT","light","2-3 seconds"
"7813",20000512,20000530,"Melbourne, FL","light","45 sec."
"28070",20040926,20040926,"London (Canada), ON","triangle","15 seconds"
"20021",20030515,20030519,"Ventura, CA","triangle","10 sec."
"40526",20060922,20061219,"North Attleboro, MA","oval","2 minutes"
"38205",20060804,20060807,"Grand Bend (north of Forest and Sarnia) (Canada), ON","disk","roughly 2 minutes"
"45166",20050110,20071112,"Shavat (Uzbekistan),","light","About 30 seconds"
"40921",20061015,20070104,"Euharlee, GA","circle","20 minutes"
"17575",20020915,20021009,"Talbot/Boswell/Chase/Oxford, IN","fireball","3 seconds"
"43755",20070714,20070717,"Dolton, IL","triangle","40 seconds"
"49493",20080628,20080628,"Destin, FL","circle","1 minute"
"18803",20030213,20030215,"Hillsboro, AL","other","10 minutes"
"37803",20060724,20060725,"Brookfield, CT","other","1 hour"
"59116",20100606,20100606,"Sandy, UT","unknown","10 minutes"
"46191",20071204,20071206,"Hemet, CA","triangle","1 minute"
"14404",20020128,20020128,"Sumner, GA","circle","still there for now"
"56413",20090919,20090919,"Putney, VT","light","60 Seconds"
"31260",20050425,20050512,"Rose City, MI","light","about a minute and a half"
"53864",20090502,20090502,"Marysville, WA","triangle","5 seconds"
"4024",19990304,19990304,"Novato, CA","other","30 seconds"
"40358",20061220,20061220,"Liverpool (UK/England),","disk","30 mins"
"22705",19601102,20031021,"Westbury, NY","disk","1 minute"
"3102",19980906,19980908,"Manashtash Ridge (near Cle Elum), WA","unknown","1 1/2 HOURS"
"55946",20090704,20090709,"Auburn, WA","cylinder","3-4 minutes"
"43204",20070703,20070705,"San Diego, CA","sphere","2 minutes"
"12202",20010708,20010708,"Fergus (Canada), ON","triangle","30 seconds"
"27939",19760721,20040726,"Warren, MI","disk","15-20 sec"
"32960",20050820,20050826,"Owaneco, IL","oval","30 secs"
"28376",20040831,20040831,"Mount Carmel, PA","other","30 min"
"57109",20090909,20090909,"Broomfield?Lafayette, CO","rectangle","2 min"
"56246",20090813,20090814,"Chesterton, IN","light","45 min"
"44727",20070827,20070827,"Sedona, AZ","chevron","2 seconds"
"55366",20090620,20090621,"Encino, CA","light","1 1/2 hour"
"7725",20000402,20000402,"Fairbanks, AK","oval","30 secs"
"34786",20011101,20051030,"Gaithersburg, MD","cigar","three minutes"
"44687",20061201,20070906,"Warner Robins, GA","cigar","7 minutes"
"21116",20030731,20030731,"Lansing, MI","rectangle","15 seconds"
"56061",20090823,20090824,"Portland, OR","sphere","5 minutes"
"28624",20041011,20041011,"Salinas, CA","formation","45 minutes"
"35488",20051125,20051128,"Madisonville, KY","light","30-45 min."
"42610",20070321,20070514,"Pittsburgh, PA","light","1 min"
"3730",19990225,19990226,"Johnson City (over, northern sky), NY","fireball","2 seconds"
"45353",20000216,20071109,"Glasgow (Ayrshire) (UK/Scotland),","light","2 min."
"47682",19520730,20080410,"Manville, RI","sphere","10 seconds"
"25108",20040217,20040217,"Carrollton, MO","unknown","8 Min"
"14188",20011030,20011030,"Charlotte, NC","sphere","10 minutes"
"43125",20070623,20070623,"Chino Hills, CA","diamond","10 minutes"
"55432",19651020,20090718,"Joppatown, MD","fireball","2 minutes"
"38543",20060812,20060812,"Pennsauken, NJ","other","15-20 seconds"
"32937",20050719,20050720,"Tempesque Bridge (west of Palma approach to) (Costa Rica),","other",".38 second"
"14852",19830502,20020325,"Minneapolis, MN","disk","5&apos;"
"20048",20030420,20030716,"Phoenix, AZ","disk","a few minutes"
"18858",20021124,20030222,"Santa Fe, NM","chevron","two hours"
"27749",19910901,20040812,"Tulsa, OK","rectangle","15 minutes"
"34703",20051102,20051122,"Chicago, IL","other","8 minutes"
"23503",19980813,20031220,"Midland, TX","disk","1 to 5 seconds"
"25316",20040317,20040319,"Aurora, CO","other","2 minutes"
"31181",20050330,20050330,"Bellows Falls, VT","light","5 seconds"
"7127",19900801,19991223,"Clearfield, UT","disk","1 minute"
"28597",20040830,20040902,"Washington, IL","unknown","25 min"
"17776",19800805,20021002,"Glennallen, AK","rectangle","25 minutes"
"3883",19981101,19981229,"West Bend, WI","light","10min."
"17734",20021010,20021012,"Seattle, WA","sphere","90 seconds"
"46812",20080221,20080224,"San Jose, CA","teardrop","40 to 45 seconds"
"50948",20080706,20081005,"Northhampton (UK/England),","light","N/A atleast an hour"
"54238",19440601,20090503,"Los Alamos, NM","disk","1+ Hour"
"11031",20010326,20010326,"Valentine, NE","cigar","5 minutes"
"7449",20000105,20000221,"Lakemoor, IL","triangle","10  min"
"51776",19930815,20081128,"Greenville, CA","circle","5 minutes"
"47024",20080205,20080205,"Spokane, WA","rectangle","Approx. 2 minutes"
"39320",20060813,20060819,"Socastee, SC","sphere","3 minutes"
"47363",20080220,20080220,"Ste-Justine de Newton (Canada),","light","ongoing"
"46977",20080204,20080209,"Phoenix, AZ","other","10min"
"7415",19941101,20000301,"Ypsilanti (Pittsfield Township), MI","unknown","1-3 MIN"
"6398",19991009,19991009,"Fairfield (Shiloh Rd.), CA","fireball","1-1.5 hrs"
"42681",20070425,20070428,"Soquel, CA","unknown","2 seconds"
"32993",20050731,20050801,"Carver, MA","changing","15 minutes"
"53073",20071116,20090127,"Madison, VA","circle","20 seconds"
"30123",20041221,20041221,"Wenatchee, WA","fireball","Seconds"
"45241",20070921,20070929,"North Dartmouth, MA","other","30 seconds"
"1519",19960715,19970708,"Sussex City, NJ","other","1 min"
"33553",20051004,20051004,"Granger, IA","formation","15 seconds"
"36541",20060217,20060306,"Moorestown, NJ","unknown","20 seconds"
"28242",20041024,20041025,"Weaverville, NC","circle","approx. 4-5 seconds"
"57730",20090315,20091108,"Bellevue, WA","other","45 seconds"
"12817",20010715,20010727,"Portland, OR","unknown","5-10 minutes"
"52332",20081229,20081229,"Poland, ME","fireball","3 Seconds"
"47053",19780715,20080226,"Gautier, MS","disk","30 minutes"
"5398",19990723,19990725,"Bishipstone (near Salisbury, Wilts) (UK/England),","teardrop","10 mins"
"34566",20050924,20051102,"Red Bluff, CA","other","3 seconds"
"4133",19990218,19990221,"Portage County, OH","unknown","4 minutes"
"43251",20070725,20070725,"Gretna, LA","light","2 minutes"
"54744",19890612,20090611,"Port Isabel, TX","disk","10mins"
"39573",19710715,20061204,"Genoa, WV","cigar","about 5 minutes"
"59245",20100507,20100507,"Phoenix, AZ","changing","7 seconds"
"38280",20060308,20060802,"Caloundra (Australia),","circle","15 minutes"
"23572",20031111,20031111,"Brandon, FL","disk","15 min."
"38433",20060729,20060729,"Sonoma, CA","circle","7-10min"
"46143",20071222,20071223,"San Diego, CA","light","5 minutes"
"24102",20031231,20040128,"Anaheim, CA","diamond","1 hour"
"1515",19970316,19970516,"Mountain View, CA","sphere","2 minutes"
"47955",20080430,20080501,"South Lake Tahoe, CA","sphere","1 minute"
"21963",20030926,20030926,"Centerville, OH","chevron","1 minute"
"12096",19970111,20010720,"Brisbane (QLD, Australia),","circle","1 hour"
"27508",19890920,20040814,"Sierra Madre, CA","teardrop","30 seconds"
"54839",20070416,20090524,"San Juan (Puerto Rico),","unknown","6 minutos"
"9138",19951020,20000913,"Medford, OR","fireball","25 seconds"
"19014",20011229,20030111,"Richmond Hill (Canada), ON","disk","15"
"39740",19880820,20061204,"Farmington, NM","unknown","8 minutes"
"14349",20020122,20020124,"Salisbury, MD","fireball","20 seconds"
"24806",19520725,20040223,"Tacoma, WA","sphere","30 seconds"
"28206",20040920,20040920,"Southern Pines, NC","flash","2seconds"
"55986",20090726,20090726,"Toledo, OH","unknown","30-45 seconds"
"6913",19970802,20000111,"Minden (Canada), ON","flash","30 seconds"
"49713",20080705,20080721,"Brooklin (Canada), ON","light","1min 30 sec"
"57711",20090323,20091206,"Berlin (Germany),","fireball","5 minutes"
"50865",19801227,20081116,"Hanover, MD","light","unknown"
"44026",20070914,20070914,"Allenhurst, GA","light","25 sec"
"33412",20050821,20050822,"Memphis, TN","flash","5 min."
"24607",19960720,20040118,"Clearlake, TX","teardrop","5 minutes or so"
"28542",20041002,20041003,"South Attleboro, MA","triangle","1 min"
"49296",20080704,20080706,"Eugene, OR","light","15 seconds"
"30810",20050212,20050302,"Santa Maria, CA","light","5-10 sec"
"38368",20060627,20060629,"Leavenworth, WA","unknown","1 minute"
"30461",20050222,20050225,"Green Valley, AZ","triangle","3minutes"
"33365",20020115,20050822,"Chillicothe, OH","unknown","one hour"
"25921",20001012,20040425,"Breckenridge, TX","other","5 minutes"
"45516",20070625,20071120,"San Diego, CA","triangle","5:00"
